Title,Content,SKU,"Product Type",parent_id,"Regular Price",Permalink,Types,Periods,ajc_p_status,ajc_p_ringsize,ajc_p_resizeable
"Silver Gilt Maltese Cross Charm",,768X,simple,0,175,http://www.antiquejewellerycompany.com/shop/silver-gilt-maltese-cross-charm/,Charms,"Edwardian (1901-1914)",available,,
"Diamond Set Silver Laurel Leaves Charm","This piece is really more of a pendant than a charm but can be worn either way. It is composed of two intertwined laurel leaves studded with rose diamonds. It was made circa 1910.",775X,simple,0,250,http://www.antiquejewellerycompany.com/shop/diamond-set-silver-laurel-leaves-charm/,Charms,"Edwardian (1901-1914)",sold,,
"Gold Spaniel Charm",,299B,simple,0,75,http://www.antiquejewellerycompany.com/shop/gold-spaniel-charm/,Charms,"Edwardian (1901-1914)",sold,,
"Georgian Gold Watch Key Charm",,295D,simple,0,195,http://www.antiquejewellerycompany.com/shop/georgian-gold-watch-key-charm/,Charms,"Georgian (1714-1830)",available,,
"Two Colour Gold Tank Charm",,303B,simple,0,95,http://www.antiquejewellerycompany.com/shop/two-colour-gold-tank-charm/,Charms,"Retro (1940s)",sold,,
"Three Belgian Kings Gold & Diamond Set Medal Charm","A charming commemorative medal of the three Kings of Belgium with the dates on the reverse of 1830 and 1930. It is set with small rose diamonds and is 18ct gold and platinum.",776X,simple,0,350,http://www.antiquejewellerycompany.com/shop/three-belgian-kings-gold-diamond-set-medal-charm/,Charms,"Art Deco (1920-1935)",available,,
"Diamond Set Crown Motif Charm",,769X,simple,0,175,http://www.antiquejewellerycompany.com/shop/diamond-set-crown-motif-charm/,Charms,"Edwardian (1901-1914)",sold,,
"18ct Gold Enamel Cross Charm","A solid 18ct gold and red and white enamel cross. It has 5 enamel shields on one side, and the words ""Inter Arma Caritas"" - meaning ""In War, Charity"", on the other. This is the motto of the International Committee of the Red Cross.",766X,simple,0,250,http://www.antiquejewellerycompany.com/shop/18ct-gold-enamel-cross-charm/,Charms,"Edwardian (1901-1914)",available,,
"Gold Axe Charm",,62D,simple,0,35,http://www.antiquejewellerycompany.com/shop/gold-axe-charm/,Charms,"Art Deco (1920-1935)",sold,,
"Gold Cross Charm",,954C,simple,0,45,http://www.antiquejewellerycompany.com/shop/gold-cross-charm/,Charms,"Retro (1940s)",sold,,
"Victorian Gold Pencil Set with Turquoise","A pretty and small pencil which was made circa 1860-1880 and can be worn on a chain with other accoutrements.",145X,simple,0,125,http://www.antiquejewellerycompany.com/shop/victorian-gold-pencil-set-with-turquoise/,Charms,"Victorian (1839-1901)",sold,,
"Gold Gondola Lamp Charm",,296B,simple,0,35,http://www.antiquejewellerycompany.com/shop/gold-gondola-lamp-charm/,Charms,"Art Deco (1920-1935)",sold,,
"Gold Bell Charm",,281B,simple,0,125,http://www.antiquejewellerycompany.com/shop/gold-bell-charm-2/,Charms,"Art Deco (1920-1935)",sold,,
"Bear Looking Through The Mirror Gold Charm",,87W,simple,0,175,http://www.antiquejewellerycompany.com/shop/bear-looking-through-the-mirror-gold-charm/,Charms,"Edwardian (1901-1914)",available,,
"Gold Crown Top Maltese Cross Charm with Lion Motif",,772X,simple,0,250,http://www.antiquejewellerycompany.com/shop/gold-crown-top-maltese-cross-charm-with-lion-motif/,Charms,"Edwardian (1901-1914)",sold,,
