Post ID	Product SKU	Product Title	Product Status	Product Status 2	Product URL	Product Description	Product Price	Product Regular Price	Product Sale Price	Product Stock Status	Product Image Gallery	Product Type	Product Materials	Product Period	Type	Gender	Collection
4714	117D	Opal & Diamond Shell Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/opal-diamond-shell-brooch	An interesting opal and diamond shell shape brooch. The opals are a very lively colour, and are complimented by diamonds below and fanning out above. The over all effect is stylish and smart. It was made circa 1940 and is 18ct gold.	1650	1650	N/A 	instock	4715,4716,4717	simple	opal/diamond/metals/precious-stones/gold	retro	antique-brooches	female	N/A
4718	121D	Evald Nielsen Amber & Silver Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/evald-nielsen-amber-silver-brooch	N/A	1275	1275	N/A	N/A	4719,4720,4721,4722	N/A	amber/semi-precious-stones/silver/metals	art-deco	antique-brooches	female	N/A
4723	128D	Silver & Gold Niello Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-gold-niello-bracelet	A well designed niello bracelet which can be worn on both sides. One side has gold on the top of the links, the other is niello only. Niello is a black mixture of copper, silver, and lead sulphides, used as an inlay on engraved or etched metal. It is a complex and ancient method and very striking as a result. This bracelet was made circa 1930.	675	675	N/A	N/A	4724,4725,4726,4727	N/A	metals/silver/gold	art-deco	antique-bracelets-bangles	female	N/A
4728	122D	Art Nouveau Turquoise & Gold Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/art-nouveau-turquoise-gold-bracelet	For any turquoise fans out there this is a lovely turquoise matrix bracelet. It is 9ct gold and was made circa 1910-1920. The turquoise has been chosen carefully to match and the bracelet sections are really smart in between.	975	975	N/A 	instock	4729,4730,4731	simple	turquoise/metals/gold	art-nouveau	antique-bracelets-bangles	female	N/A
4732	171D	Bohemian Garnet Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/bohemian-garnet-bracelet	A decorative Bohemian garnet bracelet in low carat gold which was made circa 1880. It is composed of graded clusters of garnets all around.	675	675	N/A 	instock	4733,4734,4735,4736	simple	garnet/metals/gold	victorian	antique-bracelets-bangles	female	N/A
4737	165D	Art Deco White & Green Paste Silver Bracelet	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-white-green-paste-silver-bracelet	A very smart Art Deco silver bracelet set with green and white paste to simulate emeralds and diamonds. The emerald paste is a far brighter green. The photographs do not do them justice! It is in good condition.	675	675	N/A 	instock	4738,4739,4740,4741	simple	paste/silver/metals	art-deco	antique-bracelets-bangles	female	the-classics
4742	791B	Egyptian Revival Enamel Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/egyptian-revival-enamel-bracelet	An interesting silver enamel bracelet which was made in the 1920s when more discoveries were made in Egypt, and there was a revival of interest in ancient relics. This bracelets records buildings and monuments in coloured enamels.	675	675	N/A 	instock	4743,4744,4745,4746	simple	metals/silver/enamel	art-deco	antique-bracelets-bangles	female	N/A
4747	43Z	French 18ct Gold & Cabochon Sapphire Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/french-18ct-gold-cabochon-sapphire-bracelet	A really stylish and well made French curb bracelet which has been set with cabochon sapphires all around. It was made in the 1920s.	1750	1750	N/A 	instock	4748,4749,4750	simple	precious-stones/metals/gold/sapphire	art-deco	antique-bracelets-bangles	female	N/A
4751	61D	Scottish Silver & Agate Victorian Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/scottish-silver-agate-victorian-bracelet	A nice example of a VIctorian silver Scottish agate bracelet which was made circa 1870. This combination of banded cornelian and banded onyx was often used and contrasts well. The padlock clasp is original to the piece.	675	675	N/A 	instock	4752,4753,4754,4755	simple	onyx/metals/semi-precious-stones/carnelian/agate/silver	victorian	antique-bracelets-bangles	female	swinging-sporrans
4756	921C	Dearest 15ct Gold Victorian Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/dearest-15ct-gold-victorian-bracelet	"Increasingly rare these bracelets are a joy to find as the precious stones in them spell ""DEAREST"".( Diamond, Emerald, Amethyst, Ruby, Emerald, Sapphire, Topaz) It was given as a token of affection in the late Victorian period. It is as appropriate now as it was then."	1500	1500	N/A 	instock	4757,4758,4759	N/A	precious-stones/diamond/gold/citrine/metals/topaz/amethyst/sapphire/emerald/ruby	victorian	antique-bracelets-bangles	female	forget-me-not
4760	967C	Torquay Regency Fossil Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/torquay-regency-fossil-bracelet	I have a fatal weakness for fossilised stones. They were prized in the Georgian period and collected to be admired in cabinets or set in jewellery such as this example. The stones are carefully chosen and absolutely beautiful in their individual way. They are mounted in pinchbeck. They are in fact a mixture of corals and fossils and were sourced in Devon around Torquay.	975	975	N/A 	instock	4761,4762,4763,4764,4765,4766	N/A	coral	georgian	antique-bracelets-bangles	female	N/A
4767	933C	Georgian Cut Steel Oval Plaque Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-cut-steel-oval-plaque-bracelet	This is a very good example of a Georgian cut steel bracelet. It was made circa 1780-1800 and has navette shaped sections which are beautifully set with cut steel. Each piece was riveted in. It was a time consuming and very accurate process which cannot be replicated nowadays. There is no rust which is important to collectors.	1275	1275	N/A 	instock	4768,4769,4770,4771	simple	iron-cut-steel	georgian	antique-bracelets-bangles	female	N/A
4777	588J/J	Amethyst & Caged Pearl Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/amethyst-caged-pearl-drop-earrings	A pretty pair of delicate amethyst and baroque pearl drop earrings which would be suitable for a bride or young girl. They are 9ct gold and were made circa 1910 when caged pearls were the fashion.	375	375	N/A	N/A	4778,4779	N/A	pearl/metals/amethyst/gold	art-nouveau	antique-earrings	female	N/A
4780	OPAL/J	Opal & Diamond Organic Style Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/opal-diamond-organic-style-earrings	Oval drop opals topped with diamond leaves and round opals. A pretty organic design with lovely tones - the opals show a spectre of colour (greens, blues, reds/pinks).	850	850	N/A 	instock	4781,4782,4783	simple	precious-stones/diamond/gold/opal/metals/silver	art-nouveau	antique-earrings	female	N/A
4784	22K/J	Gold Drop Bell Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/gold-drop-bell-earrings	Quirky 9ct bell shaped earrings which tinkle as you move! There is lovely engraved detailing around the bell which encloses the clapper.	525	525	N/A	N/A	4785,4786,4787	N/A	metals/gold	retro	antique-earrings	female	N/A
4788	CLIP/J	Ruby & Diamond Earclips	publish	sold	https://www.antiquejewellerycompany.com/shop/ruby-diamond-clip-earrings	A pair of yellow gold Ruby and Diamond earclips of foliate design made around 1870-1980. The engraved detail gives these earrings a strong vintage look. 	2250	2250	N/A 	instock	4789,4790,4791	simple	precious-stones/diamond/ruby/metals/gold	modern	antique-earrings	female	N/A
4792	622B	Ceylon Sapphire & Diamond Edwardian Cluster Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/ceylon-sapphire-diamond-edwardian-cluster-earrings	A really pretty pair of sapphire and diamond cluster earrings. They were made circa 1910 and are platinum. The diamonds are evenly matched and the sapphires are a lovely Ceylon blue.	1275	1275	N/A 	instock	4793,4794,4795	N/A	platinum/precious-stones/diamond/metals/sapphire	edwardian	antique-earrings	female	the-classics
4796	632B	Cinnamon & White Diamond Cluster Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/cinnamon-white-diamond-cluster-earrings	A good pair of diamond cluster earrings made in the 1950s. The two central diamonds are a good white colour and are 10 points each. The surrounding diamonds are a pale cinnamon colour for contrast.	975	975	N/A	N/A	4797,4798,4799,4800,4801	N/A	precious-stones/diamond/metals/gold	mid-century	antique-earrings	female	N/A
4802	330B	Opal & Diamond French Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/opal-diamond-french-earrings	A pretty pair of French 18ct gold earrings, made circa 1880. There is a good contrast of the Royal blue enamel with the blue green of the opals which are highlighted with small diamonds.	550	550	N/A	N/A	4803,4804,4805	N/A	opal/diamond/metals/precious-stones/gold	victorian	antique-earrings	female	N/A
4806	102D	Edwardian Delicate Pearl & Diamond Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-delicate-pearl-diamond-drop-earrings	These earrings are ideal for a bride. They are delicate and very pretty on. They are platinum fronted with gold backs, and are articulated in the middle.	1275	1275	N/A	N/A	4807,4808,4809,4810	N/A	platinum/precious-stones/diamond/gold/metals/pearl	edwardian	antique-earrings	female	N/A
4811	206C	Diamond & Black Enamel Drop Victorian Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-black-enamel-drop-victorian-earrings	A pretty pair of black enamel and diamond drop earrings which were made circa 1890. They are 15ct gold and the black enamel contrasts well with the bright old cut diamonds. The tops are onyx.	675	675	N/A	N/A	4812,4813,4814	N/A	precious-stones/diamond/gold/enamel/onyx/metals	victorian	antique-earrings	female	N/A
4815	144C	Asprey 18ct White Gold & Diamond Double Hoop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/asprey-18ct-white-gold-diamond-double-hoop-earrings	A pair of 18ct white gold and diamond double hoop earrings in their original Asprey box made between 1960-1980. They are lovely quality and look very smart on the ear.	1250	1250	N/A 	instock	4816,4817,4818,4819	simple	precious-stones/diamond/metals/gold	modern	antique-earrings	female	N/A
4820	23Z	Rose Diamond 18ct Gold Victorian Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/rose-diamond-18ct-gold-victorian-earrings	A lovely pair of rose diamond earrings, circa 1880. They are in good condition and are silver and 18ct gold.	1000	1000	N/A 	instock	4821,4822,4823	simple	precious-stones/diamond/metals/gold	victorian	antique-earrings	female	N/A
4824	222C	Citrine Gold Clip Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/citrine-gold-clip-earrings	A simple yet effective design, these earrings are clip on and are 9ct gold. They were made in the 1940s when clip on earrings were in fashion. The citrines are a pretty pale colour.	450	450	N/A	N/A	4825,4826,4827,4828	N/A	metals/gold/citrine	retro	antique-earrings	female	N/A
4829	422C	Diamond & Pearl Round Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-pearl-round-earrings	A smart pair of pearl and diamond 18ct white gold earrings which are not very old but are really attractive. The pearls are a good white, grey colour and the diamonds are evenly matched.	975	975	N/A 	instock	4830,4831,4832	N/A	pearl/precious-stones/diamond/metals/gold	modern	antique-earrings	female	the-classics
11072	888Z	Art Deco Platinum, Diamond & Sapphire Bow Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-platinum-diamond-sapphire-bow-brooch	A typical Art Deco diamond-sapphire combination bow. A lovely design with eight-cut diamonds and calibre cut Sapphires mounted on platinum.	3750	3750	N/A 	instock	26483,26485,26486,26484	simple	precious-stones/diamond/sapphire	art-deco	antique-brooches	female	christmas-gifts
4833	500Z	Caged Pearl Gold Drop Edwardian Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/caged-pearl-gold-drop-edwardian-earrings	A pretty pair of baroque pearl drop earrings. They were made in the early 1900s when pearls were very fashionable and are 15ct gold.	525	525	N/A	N/A	4834,4835	N/A	pearl/metals/gold	edwardian	antique-earrings	female	N/A
4836	35D	Silver Gilt & Enamel Round Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-gilt-enamel-round-earrings	A fun pair of silver gilt earrings which have been finely enamelled in green, red and gold. They were made in the 1890s.	175	175	N/A	N/A	4837,4838,4839	N/A	metals/silver/enamel	victorian	antique-earrings	female	N/A
4840	28D	Silver & Niello Large Victorian Studs	publish	available	https://www.antiquejewellerycompany.com/shop/silver-niello-large-victorian-studs	An unusual pair of Victorian studs which depict two slightly risque women in niello. Niello is a black mixture of copper, silver, and lead sulphides, used as an inlay on engraved or etched metal. They are probably German or Swiss in origin.	525	525	N/A	N/A	4841,4842,4843	N/A	silver/metals	victorian	antique-earrings	female	N/A
4844	45D	18ct Gold Hoop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/18ct-gold-hoop-earrings	A nice pair of ovoid hoop earrings which have been bright cut engraved with a leaf design. Very wearable and practical for every day use. They are 18ct gold and were made in the 1950s.	525	525	N/A	N/A	4845,4846,4847	N/A	metals/gold	mid-century	antique-earrings	female	N/A
4848	26D	Victorian Black Enamel & Pearl 18ct Gold Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-black-enamel-pearl-18ct-gold-earrings	A good pair of 18ct gold earrings which have been enamelled in black which is offset by a natural pearl in each one. They were made circa 1880 in France.	450	450	N/A 	instock	4849,4850,4851	simple	pearl/metals/enamel/gold	victorian	antique-earrings	female	N/A
4852	32D	Georg Jensen Silver Clip Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/georg-jensen-silver-clip-earrings	A good pair of silver clip earrings by Georg Jensen in a flower design. They were made in the 1930s.	450	450	N/A 	instock	4853,4854,4855,4856	simple	silver/metals	art-deco	antique-earrings	female	N/A
4857	788B	Victorian Wide Silver Collar	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-wide-silver-collar	This is a good wide silver collar made circa 1880. It is English and typical of Victorian jewellery made at the time. It looks marvellous when worn as it is very dramatic.	675	675	N/A 	instock	4858,4859,4860	simple	silver/metals	victorian	antique-necklaces	female	N/A
4861	931C	Yellow Enamel Norwegian Silver Necklace	publish	available	https://www.antiquejewellerycompany.com/shop/yellow-enamel-norwegian-silver-necklace	A decorative silver gilt necklace which was made in the 1940s. It is enamelled in pale yellow and is typical of the style of the late 1930s and early 1940s.	450	450	N/A 	instock	4862,4863,4864	simple	metals/silver/enamel	retro	antique-necklaces	female	N/A
4865	958C	Edwardian 18ct Gold & Natural Pearls Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-natural-pearls-bracelet	A beautiful high quality Edwardian bracelet which is set with natural pearls in a pleasing knot and flower design. It is English and was made circa 1910.	1300	1300	N/A 	instock	4866,4867,4868	N/A	pearl/metals/gold	edwardian	antique-bracelets-bangles	female	forget-me-not
4869	106D	Silver Gilt Enamel Brooch & Earrings by Anton Michelsen	publish	available	https://www.antiquejewellerycompany.com/shop/silver-gilt-enamel-brooch-earrings-by-anton-michelsen	Anton Michelsen was the founder of one of the most important jeweller families in Denmark. He established his own company in 1841 and after a short while, the company received its first commissions from the Royal family. For four generations, the company made jewellery of the highest quality. A. Michelsen is now part of Georg Jensen. This set is of the finest quality enamel work in grey and white. It is silver gilt and is in very good condition.	675	675	N/A 	instock	4870,4871,4872	simple	silver/metals	modern	antique-brooches	female	N/A
4873	107D	Art Deco Moonstone, Onyx & Diamonds Bow Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-moonstone-onyx-diamonds-bow-brooch	This brooch has carved moonstones for the bow part and at the centre are baguette cut onyx and diamonds. The bow design was used a lot in the Art Deco period. It is 18ct gold with platinum.	675	675	N/A 	instock	4874,4875,4876	simple	precious-stones/diamond/gold/onyx/metals/moonstone	art-deco	antique-brooches	female	N/A
4877	115D	Flags Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/flags-brooch	N/A	195	195	N/A 	instock	4878,4879,4880	simple	metals/gold	edwardian	antique-brooches	female	N/A
4881	83D	Edwardian Ruby, Diamond & Pearl Circular Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-ruby-diamond-pearl-circular-brooch	This brooch would make an ideal ruby wedding present. It is in good condition and is set with well matched rubies, diamonds and natural pearls. It was made circa 1910. It has a secure catch on the back.	975	975	N/A	N/A	4882,4883,4884	N/A	precious-stones/diamond/gold/metals/pearl/ruby	edwardian	antique-brooches	female	N/A
4885	114D	Flag Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/flag-brooch	A good quality Edwardian nautical flag brooch in great condition made circa 1910.	195	195	N/A 	instock	4886,4887,4888	simple	metals/gold	edwardian	antique-brooches	female	N/A
4889	93D	Large Carved Coral Cherub Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/large-carved-coral-cherub-brooch	A beautiful example of a carved coral brooch. It was made in Naples from Neapolitan coral, circa 1830, and would have been originally sold to a tourist on the Grand Tour.\r\n\r\nThe Grand Tour was the traditional trip of Europe undertaken by mainly upper-class European young men of means. The custom flourished from about 1660 until the advent of large-scale rail transit in the 1840s, and was associated with a standard itinerary. It served as an educational rite of passage. For gentlemen, some works of art were essential to demonstrate the breadth and polish they had received from their tour, which meant that they purchased portable souvenirs such as this coral brooch.	1750	1750	N/A 	instock	4890,4891,4892,4893,4894	simple	coral/metals/gold	georgian	antique-brooches	female	N/A
4895	472B	Art Deco Enamel & Marcasite Silver Watch	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-enamel-marcasite-silver-watch	A very striking Art Deco watch which has been enamelled in black and red. It is set with different coloured chalcedony which has been carved to resemble leaves and flowers, and marcasite. It is articulated and was most likely made in France in the 1920s.	750	750	N/A 	instock	4896,4897,4898,4899	N/A	iron-cut-steel/enamel/marcasite/metals/chalcedony/silver	art-deco	antique-brooches	female	decodence
4900	979C	Bernard Instone Silver & Enamel Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/bernard-instone-silver-enamel-brooch	Bernard Instone was a very versatile jewellery designer. He worked with John Paul Cooper in the early days and went on to design for Sybil Dunlop. He moved to the West Country in his final years where he sold items directly from his studio. He died in the 1980s. This pretty enamelled flower brooch is from his later period.	175	175	N/A 	instock	4901,4902,4903	simple	metals/silver/enamel	mid-century	antique-brooches	female	N/A
4904	742C	Theodor Farhner Silver, Rock Crystal, Coral ?& Marcasite Brooch	publish	available	https://www.antiquejewellerycompany.com/shop/theodore-farhner-silver-rock-crystal-coral-marcasite-brooch	In Germany Art Nouveau was known as Jugendstil, this became a major influence on the decorative arts by 1900. In 1907, the Deutscher Warbund was formed to promote an alliance between art and industry. It was a teaching institution started by Van der Velde and Hermann Muthesius, partly inspired by British design developments. Its influence is particularly evident in the mass produced jewellery designs of the company of Theodor Farhner in Pforzhiem, which was the centre of the German jewellery industry between 1900 and 1930. This brooch is from that period and typically Art Deco. It is signed.	450	450	N/A 	instock	4905,4906,4907	simple	iron-cut-steel/marcasite/coral/metals/silver/rock-crystal	art-deco	antique-brooches	female	theodor-fahrner
4908	981C	Silver Posy Holder	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-posy-holder	An unusual shield shape silver brooch which has a glass phial attached to the reverse for holding a posy of flowers. It is chased with flowers and was made circa 1880.	175	175	N/A 	instock	4909,4910,4911	simple	silver/metals	victorian	antique-brooches	female	N/A
4912	84D	Marcasite Swirly Silver Art Deco Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/marcasite-swirly-silver-art-deco-brooch	A large swirly silver and marcasite brooch which was made in the 1920s. It looks great on a jacket or dress.	250	250	N/A 	instock	4913,4914,4915	simple	iron-cut-steel/silver/metals	art-deco	antique-brooches	female	N/A
4916	90D	Bone & Gold Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/bone-gold-brooch	N/A	675	675	N/A 	instock	4917,4918,4919,4920	simple	metals/gold	victorian	antique-brooches	female	N/A
4921	51D	Citrine Drop Earrings & Ring in Original Box	publish	sold	https://www.antiquejewellerycompany.com/shop/citrine-drop-earrings-ring-in-original-box	A well presented pair of drop citrine earrings and ring to match in the original box.\r\nThe citrines are beautifully faceted and are a lovely colour and the ring matches them exactly.	1250	1250	N/A	N/A	4922,4923	N/A	metals/gold/citrine	retro	antique-earrings	female	N/A
4924	158C	Opal & Diamond Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/opal-diamond-drop-earrings	A useful pair of opal and diamond drop earrings. They were made in the 1920s, and are set in white gold.	975	975	N/A	N/A	4925,4926,4927	N/A	opal/diamond/metals/precious-stones/gold	art-deco	antique-earrings	female	N/A
4928	751L	Edwardian Diamond Daisy Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-diamond-daisy-cluster-ring	A pretty Edwardian daisy cluster ring with diamond sides. It was made circa 1910 and is ideal as a dress ring or an engagement ring.	850	850	N/A 	instock	4929,4930,4931	N/A	platinum/precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	bridal
22667	436F	18ct Gold Edwardian Sapphire ?&amp; Diamond Drop Earrings	publish	available	https://www.antiquejewellerycompany.com/shop/18ct-gold-edwardian-sapphire-diamond-drop-earrings	A very pretty pair of sapphire and diamond drop earrings which were made circa 1900-1910. The sapphires are a good blue and well matched.	1650	1650	N/A 	instock	22668,22669,22670,22671	simple	precious-stones/diamond/sapphire	edwardian	antique-earrings	female	bridal
4932	116D	Ruby & Diamond Art Nouveau Crossover Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/ruby-diamond-art-nouveau-crossover-ring	A pretty Art Nouveau ruby and diamond twist ring which was made circa 1910. The rubies are a good red colour and the diamonds are very bright. It is 18ct gold.	1275	1275	N/A 	instock	4933,4934,4935,4936	N/A	precious-stones/diamond/ruby/metals/gold	art-nouveau	antique-engagement-rings	female	bridal
4937	105D	Large Venetian Glass 1980s Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/large-venetian-glass-1980s-ring	An amazing ring. I had to buy it because it is so zaney and really well made. It is big and great fun. The shank is silver gilt and is mounted with the large green and black Venetian glass piece. I have not been able to find out much about it apart from a colleague who said a designer had made similar rings in London in the 1980s.	675	675	N/A 	instock	4938,4939,4940	simple	paste/silver/metals	modern	antique-dress-rings	female	N/A
4941	716C	Art Deco Onyx & Mississipi Pearls Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-onyx-mississipi-pearls-earrings	These are good looking and long. They have delicate tops with cut onyx and tiny diamonds, then a long descent via natural pearl and onyx bead terminals to a large Mississipi pearl base. They were made in the Art Deco period, circa 1925.	600	600	N/A	N/A	4942,4943	N/A	platinum/pearl/onyx/metals/gold	art-deco	antique-earrings	female	N/A
4944	110C	Jade & Gold Art Deco Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/jade-gold-art-deco-earrings	A lovely pair of original Art Deco drop jade and pearl earrings. They are delicate and a very pretty colour. Jade was very fashionable in the 1920s as there was a fascination with the Orient.	975	975	N/A	N/A	4945,4946,4947	N/A	pearl/jade/metals/gold	art-deco	antique-earrings	female	N/A
4948	792C	Cabochon Garnet & Diamond Victorian Stud Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/cabochon-garnet-diamond-victorian-stud-earrings	A nice pair of cabochon garnet and rose diamond earrings. They were made in the Victorian period when garnets were in high fashion. It was a rich look, which often contrasted the garnets with diamonds or enamel on gold. It was known as \	975	975	N/A	N/A	4949,4950	N/A	garnet/precious-stones/diamond/metals/gold	victorian	antique-earrings	female	N/A
4951	59D	Marcasite & Green Paste Art Deco Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/marcasite-green-paste-art-deco-earrings	A nice pair of marcasite and green paste silver earrings which were made circa 1920. They are in good condition.	250	250	N/A	N/A	4952,4953,4954,4955	N/A	iron-cut-steel/paste/silver/metals	art-deco	antique-earrings	female	N/A
4956	482B	18ct Gold Diamond Bow Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/18ct-gold-diamond-bow-earrings	These are relatively modern. I would think that they were made in the last 30 years. However they are stylish and are set with bright little diamonds and look great on the ear. They are 18ct gold.	675	675	N/A 	instock	4957,4958,4959	simple	precious-stones/diamond/metals/gold	modern	antique-earrings	female	bridal
4960	584B	Edwardian Platinum &amp; Diamond Long Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-platinum-diamond-long-drop-earrings	A stunning pair of Edwardian articulated diamond drop earrings which were made circa 1910-1920. They are a lovely design made in platinum with a daisy top and half moons holding florettes in a cascade effect to three drops at the base. They would look stunning with a long dress.\r\n\r\n&nbsp;\r\n\r\n&nbsp;	3950	3950	N/A 	instock	22074,22077,22076,22075,17252	simple	platinum/precious-stones/diamond/metals	edwardian	antique-earrings	female	wonder-room
4964	3C	Georgian Green Paste & Pearl Gold Drop Earrings	publish	available	https://www.antiquejewellerycompany.com/shop/georgian-green-paste-pearl-gold-drop-earrings	These earrings are hard to find. They were made circa 1800 and are green paste and natural pearls. The paste is foil backed to give the appearance of emeralds which were hard to come by in the Georgian period and very expensive. They are 9ct gold.	1250	1250	N/A 	instock	4965,4966,4967	simple	pearl/paste/metals/gold	georgian	antique-earrings	female	N/A
6289	576C	9ct White Gold & Mother of Pearl Cufflinks, Buttons & Studs Set	publish	available	https://www.antiquejewellerycompany.com/shop/9ct-white-gold-mother-of-pearl-cufflinks-buttons-studs-set	A well presented cufflinks, buttons and studs set in the original case. They are hallmarked 9ct gold, Birmingham, 1956. They have engine turned decoration around the engraved mother of pearl plaques.	750	750	N/A 	instock	6290,6291,6292,6293	simple	pearl/metals/gold	mid-century	antique-cufflinks	male	christmas-gifts
4968	719C	Jade & Gold Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/jade-gold-drop-earrings	A pleasing pair of jade drop earrings. The jade is a good colour. They were made in the 1950s.	975	975	N/A 	instock	4969,4970	N/A	jade/metals/gold	mid-century	antique-earrings	female	N/A
4971	850C	Opal & Diamond Cluster Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/opal-diamond-cluster-earrings	A really good pair of opal and diamond cluster earrings. The opals are well matched and the diamonds are bright. They are original and very hard to find nowadays.	2600	2600	N/A	N/A	4972,4973,4974	N/A	opal/diamond/metals/precious-stones/gold	edwardian	antique-earrings	female	N/A
4975	100D	Pearl & Rose Diamond Cluster Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/pearl-rose-diamond-cluster-earrings	A classic pair of pearl and diamond cluster earrings. The pearls are a lovely creamy white colour and are complimented by the small rose diamonds around. They are set in 18ct gold, and have a secure post and hinge fastening.	850	850	N/A 	instock	4976,4977,4978	simple	pearl/precious-stones/diamond/metals/gold	retro	antique-earrings	female	the-classics
4979	101D	Green & White Paste Edwardian Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/green-white-paste-edwardian-earrings	A good pair of green and white paste and silver earrings made circa 1910-1920. They are in great condition. The paste is bright. Sometimes foiled paste set jewellery can absorb damp over the years which discolours the paste but this pair is in pristine condition.	375	375	N/A	N/A	4980,4981,4982	N/A	paste/silver/metals	edwardian	antique-earrings	female	N/A
4983	780B	Georgian Double Locket Enamel Pendant	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-double-locket-enamel-pendant	A very unusual Georgian pendant which has two pear shaped enamel lockets with enamel painting of a man and a woman, and a central cross. It was most likely a memorial piece of jewellery.	850	850	N/A 	instock	4984,4985	simple	metals/enamel/gold	georgian	antique-lockets-pendants	female	forget-me-not
37753	17C/OJ	Edwardian 18ct Gold, Peridot & Diamond Crossover Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-peridot-diamond-crossover-ring	A light and pretty Edwardian 18ct gold ring that was made circa 1910. The centre is a peridot flanked by two diamonds. It would make a lovely dress or engagement ring.	975	975	N/A 	instock	37754,37826,37829,37828,37831,37830	simple	platinum/precious-stones/diamond/gold/metals/peridot	edwardian	antique-engagement-rings	female	N/A
4986	754B	Victorian 18ct Gold, Diamond & Enamel Locket	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-diamond-enamel-locket	This is a lovely Victorian 18ct gold oval locket. It was made circa 1880 and is set with graded rose diamonds and a natural pearl. It has a fine royal blue enamel design around the central section making a pleasing swirly effect. Inside there are two compartments for photographs.	975	975	N/A 	instock	4987,4988,4989,4990	N/A	precious-stones/diamond/metals/enamel/gold	victorian	antique-lockets-pendants	female	forget-me-not
