Date,Permalink,id,Title,"Regular Price",SKU,Content,"Product Type",parent_id,Types,Periods,ajc_p_status,ajc_p_resizeable,ajc_p_ringsize
20130416,http://www.antiquejewellerycompany.com/shop/georg-jensen-silver-ball-bracelet/,1801,"Georg Jensen Silver Ball Bracelet",750,984D,"A good quality silver bracelet by Georg Jensen which is a great design and was made circa 1980.",simple,0,"Bracelets &amp; Bangles","Modern (1960s onwards)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/moonstone-coral-silver-bracelet/,1805,"Moonstone & Coral Silver Bracelet",250,967B,"A pretty and decorative silver, coral and moonstone bracelet which was made circa 1920.",,0,"Bracelets &amp; Bangles","Art Deco (1920-1935)",sold,"Art Deco (1920 - 1935)",
20130416,http://www.antiquejewellerycompany.com/shop/edwardian-15ct-gold-gate-bracelet/,1810,"Edwardian 15ct Gold Gate Bracelet",975,983D,"A good wearable 15ct gold bracelet which was made circa 1910. In lovely condition.",simple,0,"Bracelets &amp; Bangles","Edwardian (1901-1914)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/gold-moonstone-festoon-necklace/,1816,"Gold Moonstone Festoon Necklace",975,536C,"A pretty moonstone necklace which was made circa 1900-1910. The moonstones are a lovely blue/ white colour and are delicately suspended between 9ct gold chains.",,0,Necklaces,"Edwardian (1901-1914)",sold,"Edwardian (1901 - 1914)",
20130416,http://www.antiquejewellerycompany.com/shop/pug-dog-enamel-tie-pin/,1821,"Pug Dog Enamel Tie Pin",250,19D,"An amusing enamel stickpin of a pug with a collar and bell.",simple,0,,"Victorian (1839-1901)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/flat-cut-garnet-round-gold-pendant/,1827,"Flat Cut Garnet Round Gold Pendant",675,728C,"A pretty pendant which is 9ct gold and set with flat cut garnets. It was made circa 1900 when there was a revival of Georgian jewellery.",simple,0,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/peridot-pearl-15ct-gold-pendant-on-chain/,1831,"Peridot & Pearl 15ct Gold Pendant on Chain",675,140B,"A pretty pendant which is 15ct gold and was made circa 1910. It is peridots and natural pearls. The chain is original and is also 15ct gold.",simple,0,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/art-nouveau-silver-enamel-pendant-on-chain-by-charles-horner/,1836,"Art Nouveau Silver & Enamel Pendant on Chain by Charles Horner",600,966B,"A good example of a pendant by the firm of Charles Horner who worked in Chester at the turn of the 20th century until the 1940s. It is a heart shape with an entwined lover's knot and is enamelled in a green blue which was typical for the Art Nouveau period.",simple,0,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-amethyst-diamond-drop-pendant/,1843,"Victorian 18ct Gold Amethyst & Diamond Drop Pendant",2250,935D,"A good quality 18ct gold Brazilian amethyst and diamond pendant. It was made circa 1840 when amethysts were very much in fashion and were expensive. The two amethysts are complimented by a large diamond.",,0,"Lockets &amp; Pendants","Victorian (1839-1901)",available,"Victorian (1839 -1901)",
20130416,http://www.antiquejewellerycompany.com/shop/pearl-studded-18ct-gold-victorian-bangle/,1849,"Pearl Studded 18ct Gold Victorian Bangle",1500,974D,"Hardly any Victorian bangles are exactly the same design. There must have been literally thousands of versions out there in the 19th century. This one is packed with natural split pearls in a pleasing design and is 18ct gold. It was made circa 1880.",simple,0,"Bracelets &amp; Bangles","Victorian (1839-1901)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/moonstone-silver-brooch-attributed-to-bernard-instone/,1855,"Moonstone Silver Brooch Attributed To Bernard Instone",600,726C,"A pretty silver brooch which has been set with oval cabochon moonstones. It is very stylish and typical of Bernard Instone's work.",simple,0,Brooches,"Art Deco (1920-1935)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/moonstone-stylised-flower-retro-earrings/,1859,"Moonstone Stylised Flower Retro Earrings",550,349B,"A good looking pair of cabochon faceted moonstone earrings which were made in the 1940s. They are 14ct gold and were probably made in Germany or Austria. They are very striking on the ear.",simple,0,Earrings,"Retro (1940s)",sold,,
20130416,http://www.antiquejewellerycompany.com/shop/diamond-edwardian-small-cluster-ring/,1862,"Diamond Edwardian Small Cluster Ring",675,977D,"A pretty little diamond cluster ring which was made circa 1910-20. The bit I particularly liked about it is that the central diamond daisy cluster has a separate shaped edge of platinum going round it.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,,"UK N, US 6 ½, French 54, Japanese 13"
20130416,http://www.antiquejewellerycompany.com/shop/sapphire-diamond-shape-edwardian-ring/,1867,"Sapphire & Diamond Shape Edwardian Ring",1500,978D,"This ring is in good condition. The cornflower blue sapphire is framed by tiny white diamonds. The shank is in yellow gold while the mount is in platinum.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,,"UK M, US 6, French 52 ¾, Japanese 12"
20130416,http://www.antiquejewellerycompany.com/shop/diamond-set-18ct-gold-band/,1872,"Diamond Set 18ct Gold Band",975,548C,"A yellow gold 'bow tie' patterned diamond studded ring made in the 1980s which could be worn as a wedding band.",simple,0,"Rings>Wedding Bands","Modern (1960s onwards)",sold,,"UK N, US 6 ½, French 54, Japanese 13"
20130416,http://www.antiquejewellerycompany.com/shop/balloon-enamel-ring/,1878,"Balloon Enamel Ring",1275,472C,"An unusual 18ct gold and enamel 'balloon' style cocktail ring which looks fantastic on. The ring was made in the late 70s early 80s.",simple,0,"Rings>Dress Rings","Modern (1960s onwards)",sold,,"UK K, US 5 ¼, French 50, Japanese 9 ½"
20130416,http://www.antiquejewellerycompany.com/shop/diamond-sapphire-ruby-art-deco-flip-over-ring/,1885,"Diamond, Sapphire & Ruby Art Deco Flip-over Ring",2500,973D,"An impressive looking Art Deco swivel ring with unusually large stones. Alternate between rubies and sapphire- two rings in one! It is in 18ct white gold and was made circa 1930.",simple,0,"Rings>Eternity &amp; Swivel Rings","Art Deco (1920-1935)",sold,,"UK O, US 7, French 55 ¼, Japanese 14"
20130409,http://www.antiquejewellerycompany.com/shop/silver-heart-charm/,1890,"Silver Heart Charm",30,978C,"A pretty engraved silver heart charm which was made circa 1950.",simple,0,Charms,"Mid-Century (1950s)",sold,,
20130409,http://www.antiquejewellerycompany.com/shop/victorian-carved-agate-acorn-charm/,1892,"Victorian Carved Agate Acorn Charm",65,630Y,"A pretty Victorian charm which is carnelian, a type of agate which has been carved in to an acorn, the emblem of England.",simple,0,Charms,"Victorian (1839-1901)",sold,,
20130409,http://www.antiquejewellerycompany.com/shop/silver-boot-charm/,1894,"Silver Boot Charm",10,,"A silver boot charm with a roof on!",simple,0,Charms,"Mid-Century (1950s)",sold,,
20130409,http://www.antiquejewellerycompany.com/shop/silver-cow-charm/,1898,"Silver Cow Charm",20,455C,"A good present for a rural loving girl!",simple,0,Charms,"Mid-Century (1950s)",sold,,
20130409,http://www.antiquejewellerycompany.com/shop/silver-cherub-book-charm/,1905,"Silver Cherub Book Charm",150,785B/OJ,"An unusual silver charm which opens.",simple,0,Charms,"Art Nouveau (1890-1915)",sold,,
20130409,http://www.antiquejewellerycompany.com/shop/victorian-scottish-agate-boot-charm/,1909,"Victorian Scottish Agate Boot Charm",425,J697,"A rare Scottish charm of a ladies boot which has a cut section of jasper and bloodstone and is engraved on the silver. It was made circa 1870.",simple,0,Charms,"Victorian (1839-1901)",available,,
20130409,http://www.antiquejewellerycompany.com/shop/silver-clock-charm/,1912,"Silver Clock Charm",20,448C,"A sweet old fashioned silver 1950s charm of a bedside clock.",simple,0,Charms,"Mid-Century (1950s)",available,,
20130406,http://www.antiquejewellerycompany.com/shop/theodore-fahrner-silver-gilt-marcasite-brooch/,1915,"Theodor Fahrner Silver Gilt & Marcasite Brooch",250,958D,"A good stylish example of a lily brooch by Fahrner. It is silver gilt and set with small marcasites.",simple,0,Brooches,"Art Deco (1920-1935)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/18ct-gold-octagonal-cufflinks/,1919,"18ct Gold Octagonal Cufflinks",475,968D,"A good pair of 18ct gold cufflinks which have engine turned decoration and were made circa 1930.",simple,0,"Men's Jewellery>Cufflinks","Art Deco (1920-1935)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/victorian-9ct-gold-guard-chain/,1922,"Victorian 9ct Gold Guard Chain",975,961D,"Guard chains are so versatile. You can wear them long or double or treble them round the neck. This one is 9ct gold. The links are very slightly faceted and have inner links which help prevent wear.",simple,0,Chains,"Victorian (1839-1901)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/theodore-fahrner-silver-gilt-pearl-necklace/,1926,"Theodor Fahrner Silver Gilt & Pearl Necklace",550,958D,"A very good example of Theodor Fahrner's work. This necklace is set with cultured pearls and highlighted with marcasite. It is silver gilt and was made circa 1930.",simple,0,Necklaces,"Art Deco (1920-1935)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/diamond-stud-earrings/,1928,"Diamond Stud Earrings",975,969D,"A very wearable pair of diamond stud earrings. The stones are evenly matched and a good white colour. They are well made and could be worn almost anywhere.",simple,0,Earrings,"Modern (1960s onwards)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/two-gold-banded-onyx-hatpins-in-original-wathersdon-case/,1932,"Two Gold & Banded Onyx Hatpins in Original Wathersdon Case",1275,960D,"A rare pair of 18ct gold hatpins which were retailed by Wathersdon (later to become Wathersdon & Brogden) They are mounted with carved banded agates with gold finials. A wonderful addition to a collection.",simple,0,Curiosities,"Victorian (1839-1901)",available,,
20130406,http://www.antiquejewellerycompany.com/shop/three-gold-pave-set-turquoise-studs-in-original-case/,1937,"Three Gold Pavé Set Turquoise Studs in Original Case",375,952D,"These studs were made circa 1860 and are set with small turquoise stones in a shallow dome. They are 15ct gold and in their original little case.",simple,0,"Men's Jewellery>Cufflinks|Men's Jewellery>Dress Sets","Victorian (1839-1901)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/mother-of-pearl-gold-buttons-in-original-case/,1941,"Mother of Pearl & Gold Buttons in Original Case",675,951D,"A good set of 9ct gold dress buttons which have been set with mother of pearl round discs with a central natural pearl. They were made circa 1920-30.",simple,0,"Men's Jewellery>Dress Sets","Art Deco (1920-1935)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/amethyst-pearl-gold-heart-pendant/,1945,"Amethyst & Pearl Gold Heart Pendant",1125,967D,"A lovely example of a heart pendant which was very popular circa 1910 when this was made. The amethyst is a good purple colour and is surrounded by natural half split pearls. It is 15ct gold and in excellent condition.",simple,0,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/tortoiseshell-pique-victorian-bangle/,1949,"Tortoiseshell Pique Victorian Bangle",1275,966D,"Bangles such as this one are really hard to find, and this is in perfect condition. It has such a delicate design of flowers and leaves in gold and silver which were pressed in to the tortoiseshell by heating it first, a proceedure which has been lost over the years and cannot be reproduced, so you are buying a unique piece!",simple,0,"Bracelets &amp; Bangles","Victorian (1839-1901)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/15ct-gold-platinum-gate-bracelet/,1954,"15ct Gold & Platinum Gate Bracelet",1500,956D,"A good heavy 15ct gold and platinum gate bracelet which was made circa 1920 and is in excellent condition. These bracelets are rare to find nowadays and are very popular as they are easy to wear and look very chic.",simple,0,"Bracelets &amp; Bangles","Art Deco (1920-1935)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/art-nouveau-water-opal-15ct-gold-necklace/,1960,"Art Nouveau Water Opal 15ct Gold Necklace",1275,957D,"A really pretty Art Nouveau necklace which was made circa 1900-1910. It is 15ct gold and is set with water opals which are fascinating and subtle stones.",simple,0,Necklaces,"Edwardian (1901-1914)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/natural-split-pearl-gold-cross-in-original-case/,1964,"Natural Split Pearl & Gold Cross in Original Case",675,962D,"A beautifully presented 15ct gold cross set with small natural split pearls in the original Goldsmith's and Silversmith's case. It was made circa 1910.",simple,0,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/art-deco-marcasite-drop-earrings-set-with-carnelian/,1968,"Art Deco Marcasite Drop Earrings Set with Carnelian",375,965D,"A great pair of very wearable Art Deco drop earrings which have been set with two oval cabochon cornelian stones which is basically agate. The earrings are silver with gold wires.",simple,0,Earrings,"Art Deco (1920-1935)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/art-deco-marcasite-drop-earrings-set-with-green-chalcedony/,1971,"Art Deco Marcasite Drop Earrings set with Green Chalcedony",350,964D,"A pretty and stylish pair of Art Deco earrings which are silver set with marcasite which is iron pyrites cut to imitate diamonds. This method was very popular in the Art Deco period and this pair has green chalcedony rectangular pieces in the design which is different and looks good.",simple,0,Earrings,"Art Deco (1920-1935)",sold,,
20130406,http://www.antiquejewellerycompany.com/shop/15ct-gold-victorian-drop-earrings-with-star-motif/,1975,"15ct Gold Victorian Drop Earrings with Star Motif",1500,955D,"A rare pair of Victorian yellow gold, enamel and split pearl earrings likely to have been made as part of a set around 1870. Each earring is set to the centre with a natural split pearl in an enamel star surround.",simple,0,Earrings,"Victorian (1839-1901)",available,,
20130406,http://www.antiquejewellerycompany.com/shop/18ct-gold-coral-victorian-drop-earrings/,1979,"18ct Gold & Coral Victorian Drop Earrings",1750,954D,"A pair of 18ct yellow gold and coral earrings set to the centre with a small diamond and handmade in the Etruscan style around 1870.",simple,0,Earrings,"Victorian (1839-1901)",available,,
20130406,http://www.antiquejewellerycompany.com/shop/18ct-gold-victorian-buckle-ring-which-opens-to-reveal-hair/,1983,"18ct Gold Victorian Buckle Ring Which Opens To Reveal Hair",1275,950D,"This is quite a rare ring as the two sides open to reveal plaited hair around the inner ring. It is finely engraved on the outside. I would recommend it for a collector of mourning jewellery as it is in mint condition.",simple,0,Rings,"Victorian (1839-1901)",available,,"UK N, US 6 ½, French 54, Japanese 13"
20130406,http://www.antiquejewellerycompany.com/shop/diamond-sapphire-cluster-ring/,1990,"Diamond & Sapphire Cluster Ring",1875,972D,"A traditional 18ct gold engagement ring made around 1910 set with a good Burma sapphire and surrounded by old mine cut diamonds.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,,"UK Q, US 8, French 57 ¾, Japanese 16"
20130807,http://www.antiquejewellerycompany.com/shop/diamond-large-cluster-edwardian-ring/,1996,"Diamond Large Cluster Edwardian Ring",1875,971D,"A good diamond cluster Edwardian ring which was made circa 1910 and has a platinum top and an 18ct gold shank. The diamonds are well matched and make a very impressive overall effect.",simple,0,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,,"UK L, US 5 ¾, French 51, Japanese 10 ½"
20130329,http://www.antiquejewellerycompany.com/shop/victorian-gold-pencil-charm/,2002,"Victorian Gold Pencil Charm",95,902C,,simple,0,Charms,"Victorian (1839-1901)",sold,,
20130329,http://www.antiquejewellerycompany.com/shop/crown-top-maltese-cross-gold-charm/,2006,"Crown Top Maltese Cross Gold Charm",250,773X,,simple,0,Charms,"Edwardian (1901-1914)",sold,,
20130329,http://www.antiquejewellerycompany.com/shop/gold-bell-charm/,2008,"Gold Bell Charm",45,798C,,simple,0,Charms,,sold,,
20130329,http://www.antiquejewellerycompany.com/shop/silver-gilt-maltese-cross-charm/,2010,"Silver Gilt Maltese Cross Charm",175,768X,,simple,0,Charms,"Edwardian (1901-1914)",available,,
20130329,http://www.antiquejewellerycompany.com/shop/diamond-set-silver-laurel-leaves-charm/,2012,"Diamond Set Silver Laurel Leaves Charm",250,775X,"This piece is really more of a pendant than a charm but can be worn either way. It is composed of two intertwined laurel leaves studded with rose diamonds. It was made circa 1910.",simple,0,Charms,"Edwardian (1901-1914)",sold,,
20130329,http://www.antiquejewellerycompany.com/shop/gold-spaniel-charm/,2015,"Gold Spaniel Charm",75,299B,,simple,0,Charms,"Edwardian (1901-1914)",sold,,
20130329,http://www.antiquejewellerycompany.com/shop/georgian-gold-watch-key-charm/,2018,"Georgian Gold Watch Key Charm",195,295D,,simple,0,Charms,"Georgian (1714-1830)",available,,
20130329,http://www.antiquejewellerycompany.com/shop/two-colour-gold-tank-charm/,2021,"Two Colour Gold Tank Charm",95,303B,,simple,0,Charms,"Retro (1940s)",sold,,
20130329,http://www.antiquejewellerycompany.com/shop/three-belgian-kings-gold-diamond-set-medal-charm/,2026,"Three Belgian Kings Gold & Diamond Set Medal Charm",350,776X,"A charming commemorative medal of the three Kings of Belgium with the dates on the reverse of 1830 and 1930. It is set with small rose diamonds and is 18ct gold and platinum.",simple,0,Charms,"Art Deco (1920-1935)",available,,
20130329,http://www.antiquejewellerycompany.com/shop/diamond-set-crown-motif-charm/,2029,"Diamond Set Crown Motif Charm",175,769X,,simple,0,Charms,"Edwardian (1901-1914)",sold,,
20130329,http://www.antiquejewellerycompany.com/shop/18ct-gold-enamel-cross-charm/,2032,"18ct Gold Enamel Cross Charm",250,766X,"A solid 18ct gold and red and white enamel cross. It has 5 enamel shields on one side, and the words ""Inter Arma Caritas"" - meaning ""In War, Charity"", on the other. This is the motto of the International Committee of the Red Cross.",simple,0,Charms,"Edwardian (1901-1914)",available,,
20130329,http://www.antiquejewellerycompany.com/shop/gold-axe-charm/,2037,"Gold Axe Charm",35,62D,,simple,0,Charms,"Art Deco (1920-1935)",sold,,
